ISD-AS,IP,Port,Payload
17-ffaa:0:1117,3213484315,61418,{"NonceB":668212995}
17-ffaa:0:1118,2248755322,8148,{"NonceB":3405836217}
17-ffaa:0:1117,3629341425,37622,{"NonceB":3259786257}
17-ffaa:0:111a,1693397017,40403,{"NonceB":3707329185}
17-ffaa:0:111b,1507680635,27124,{"NonceB":1002089033}
17-ffaa:0:1118,3384508332,31183,{"NonceB":2737165638}
17-ffaa:0:111a,755166362,51351,{"NonceB":2020149431}
17-ffaa:0:1117,324229955,53167,{"NonceB":4120772930}
17-ffaa:0:1118,159991352,11483,{"NonceB":1955270698}
17-ffaa:0:111a,3307535747,26147,{"NonceB":1934011222}
17-ffaa:0:1117,3398679327,53585,{"NonceB":3786800031}
17-ffaa:0:1117,2702715315,46290,{"NonceB":767173785}
17-ffaa:0:111b,2902867943,63100,{"NonceB":2498445393}
17-ffaa:0:111a,3841113629,47320,{"NonceB":297712854}
17-ffaa:0:111b,3613364316,62503,{"NonceB":998066517}
17-ffaa:0:1117,1076001530,5562,{"NonceB":2457968974}
17-ffaa:0:111b,280587856,4525,{"NonceB":573548382}
17-ffaa:0:1118,3790789344,14613,{"NonceB":2525253604}
17-ffaa:0:1117,3919358544,54206,{"NonceB":269259561}
17-ffaa:0:1118,3708983316,59911,{"NonceB":1866132554}
17-ffaa:0:111b,1009278017,47442,{"NonceB":1809091257}
17-ffaa:0:1117,1716915670,26812,{"NonceB":3055693330}
17-ffaa:0:111a,492470729,4736,{"NonceB":2591644969}
17-ffaa:0:111b,2446796347,48244,{"NonceB":1992255897}
17-ffaa:0:111b,540073738,36317,{"NonceB":368297758}
17-ffaa:0:111a,186622944,15419,{"NonceB":1327533141}
17-ffaa:0:1117,4104607746,10161,{"NonceB":1218674636}
17-ffaa:0:1118,3584394434,21694,{"NonceB":2392877400}
17-ffaa:0:111a,1391883981,12897,{"NonceB":3590710180}
17-ffaa:0:1118,2565846926,26558,{"NonceB":438172295}
17-ffaa:0:1117,3005892049,26211,{"NonceB":189654773}
17-ffaa:0:1117,4286419336,61889,{"NonceB":908463444}
17-ffaa:0:1118,1669187481,23118,{"NonceB":3037286284}
17-ffaa:0:111b,284775082,38963,{"NonceB":3848304515}
17-ffaa:0:1118,3863521260,26584,{"NonceB":3297842355}
17-ffaa:0:111a,3252692122,4401,{"NonceB":390154499}
17-ffaa:0:1117,3764044445,51217,{"NonceB":2308922678}
17-ffaa:0:111b,980250355,55093,{"NonceB":2007402208}
17-ffaa:0:111b,1305861603,34937,{"NonceB":2540610118}
17-ffaa:0:1117,639480447,3318,{"NonceB":34501146}
17-ffaa:0:111b,1157298884,62877,{"NonceB":4286925619}
17-ffaa:0:111b,4099501355,6314,{"NonceB":1191821074}
17-ffaa:0:111a,4216672652,59958,{"NonceB":2562014603}
17-ffaa:0:111b,1501400535,13002,{"NonceB":2200549279}
17-ffaa:0:1117,3445177044,26970,{"NonceB":2641349885}
17-ffaa:0:111a,2602087216,38377,{"NonceB":1576629705}
17-ffaa:0:111a,2316022370,46204,{"NonceB":2050383139}
17-ffaa:0:1118,1019956401,15833,{"NonceB":820093439}
17-ffaa:0:1118,911874892,36137,{"NonceB":3971344906}
17-ffaa:0:1117,176008393,19791,{"NonceB":2161929768}
17-ffaa:0:1118,2588519878,1321,{"NonceB":3524403940}
17-ffaa:0:111b,2035562034,56021,{"NonceB":4294161284}
17-ffaa:0:1117,1182398251,57538,{"NonceB":434916668}
17-ffaa:0:111b,2473702065,44042,{"NonceB":3015117807}
17-ffaa:0:111b,965628496,37932,{"NonceB":1267879597}
17-ffaa:0:1118,1274522448,3664,{"NonceB":13350866}
17-ffaa:0:1117,1406834932,3130,{"NonceB":3978230032}
17-ffaa:0:1118,29124939,11817,{"NonceB":3297589887}
17-ffaa:0:111a,392644741,20544,{"NonceB":1220669305}
17-ffaa:0:1117,4260740338,34987,{"NonceB":925365370}
17-ffaa:0:111b,2314124064,30656,{"NonceB":2561852480}
17-ffaa:0:111b,2154387542,10339,{"NonceB":1034394266}
17-ffaa:0:1117,2359649484,35366,{"NonceB":2898883199}
17-ffaa:0:111a,2731550255,48929,{"NonceB":1625764466}
17-ffaa:0:1118,191596181,38193,{"NonceB":494493323}
17-ffaa:0:1118,2484923853,62001,{"NonceB":2784456256}
17-ffaa:0:111b,3693771441,37810,{"NonceB":2242457042}
17-ffaa:0:1118,2180992039,36800,{"NonceB":3934755886}
17-ffaa:0:1118,3265068554,37871,{"NonceB":543285192}
17-ffaa:0:111a,2019523215,10874,{"NonceB":686792305}
17-ffaa:0:111a,3052094329,27379,{"NonceB":2775082705}
17-ffaa:0:1118,2425592792,43247,{"NonceB":999607193}
17-ffaa:0:111b,3049495100,54317,{"NonceB":1358727727}
17-ffaa:0:1118,2985743238,64219,{"NonceB":534367093}
17-ffaa:0:1117,2077360223,17118,{"NonceB":448459223}
17-ffaa:0:1118,1299732753,25423,{"NonceB":703773797}
17-ffaa:0:111b,3121518950,63330,{"NonceB":3875523182}
17-ffaa:0:111b,2955150420,11907,{"NonceB":3261003001}
17-ffaa:0:111b,3957013559,38624,{"NonceB":495952905}
17-ffaa:0:111b,360394253,47642,{"NonceB":3987433658}
17-ffaa:0:111b,1579504271,14255,{"NonceB":2878127029}
17-ffaa:0:111a,3093059610,10408,{"NonceB":2847057711}
17-ffaa:0:111a,932214243,22720,{"NonceB":682144131}
17-ffaa:0:111b,1477620315,37547,{"NonceB":1264309644}
17-ffaa:0:111b,2776860355,1815,{"NonceB":2531497295}
17-ffaa:0:111b,178466775,3545,{"NonceB":3311304459}
17-ffaa:0:111a,672736023,29684,{"NonceB":1924166126}
17-ffaa:0:111b,3959569760,28931,{"NonceB":2402941696}
17-ffaa:0:111a,3417571060,58581,{"NonceB":2911473319}
17-ffaa:0:111b,3373699821,31300,{"NonceB":3560101916}
17-ffaa:0:111a,4154472419,11269,{"NonceB":1656295016}
17-ffaa:0:111a,3549363333,9712,{"NonceB":3177876429}
17-ffaa:0:111a,258955647,57568,{"NonceB":383650114}
17-ffaa:0:111a,2279169463,42947,{"NonceB":1191313172}
17-ffaa:0:1118,4181125623,37279,{"NonceB":3869521014}
17-ffaa:0:1118,1540738067,32692,{"NonceB":2882158142}
17-ffaa:0:111a,2481864032,28310,{"NonceB":1007079763}
17-ffaa:0:1118,1959370041,54030,{"NonceB":1645124563}
17-ffaa:0:1117,1016265047,38071,{"NonceB":1849839020}
17-ffaa:0:1117,1853955746,34182,{"NonceB":496563994}
17-ffaa:0:111a,1223258740,36538,{"NonceB":4215055792}
17-ffaa:0:111b,2844831632,49382,{"NonceB":3083463203}
17-ffaa:0:1118,2655662069,30126,{"NonceB":780957286}
17-ffaa:0:1117,1920725015,25660,{"NonceB":1038796508}
17-ffaa:0:1117,1740058701,53819,{"NonceB":2169052449}
17-ffaa:0:1118,2123998356,58088,{"NonceB":739818055}
17-ffaa:0:111b,1786396773,59441,{"NonceB":109070183}
17-ffaa:0:1118,3702183094,27522,{"NonceB":2668677574}
17-ffaa:0:111b,447006591,50343,{"NonceB":682821097}
17-ffaa:0:1118,2012937423,10169,{"NonceB":3126307080}
17-ffaa:0:111a,111447089,28232,{"NonceB":2859953905}
17-ffaa:0:111b,4228667335,19811,{"NonceB":3239143995}
17-ffaa:0:1117,1775708222,22965,{"NonceB":2635124192}
17-ffaa:0:111b,518593456,18920,{"NonceB":4257365905}
17-ffaa:0:1117,3476438111,50506,{"NonceB":4270042082}
17-ffaa:0:1117,312877164,26489,{"NonceB":867038365}
17-ffaa:0:1117,2298968756,58520,{"NonceB":3497888154}
17-ffaa:0:1117,1276543665,58864,{"NonceB":1270485364}
17-ffaa:0:1118,1235813233,52221,{"NonceB":392603736}
17-ffaa:0:1117,4013043230,44897,{"NonceB":3097497116}
17-ffaa:0:1118,2357598075,21738,{"NonceB":3897944218}
17-ffaa:0:1118,1893727132,23444,{"NonceB":1872351901}
17-ffaa:0:1117,2759009802,56572,{"NonceB":2648569510}
17-ffaa:0:111a,3279765972,56789,{"NonceB":2770813026}
17-ffaa:0:111a,1865961236,16147,{"NonceB":2731110291}
17-ffaa:0:111b,3309557204,59792,{"NonceB":1480886038}
17-ffaa:0:111a,2560109609,37946,{"NonceB":818566783}
17-ffaa:0:111b,1650422668,46832,{"NonceB":116253621}
17-ffaa:0:111a,3811156482,5124,{"NonceB":2704401585}
17-ffaa:0:111a,2874530219,32058,{"NonceB":3191702334}
17-ffaa:0:111a,3360312601,2438,{"NonceB":2718800743}
17-ffaa:0:1117,1691817496,32984,{"NonceB":3832110737}
17-ffaa:0:1117,3169591413,32718,{"NonceB":200830985}
17-ffaa:0:1118,3192581864,32712,{"NonceB":1654254096}
17-ffaa:0:1118,3856160646,22207,{"NonceB":1532644941}
17-ffaa:0:1118,3216596780,2603,{"NonceB":1161669645}
17-ffaa:0:111a,3092951276,44558,{"NonceB":4137176396}
17-ffaa:0:1117,1468055182,8611,{"NonceB":49047109}
17-ffaa:0:1118,3530183573,9304,{"NonceB":4142319214}
17-ffaa:0:111a,3673013875,12124,{"NonceB":2714880169}
17-ffaa:0:1117,1971736247,7228,{"NonceB":2956478475}
17-ffaa:0:1118,3105936873,11814,{"NonceB":1079303109}
17-ffaa:0:1117,517905952,64510,{"NonceB":4017421688}
17-ffaa:0:1117,1827448331,56120,{"NonceB":2597792625}
17-ffaa:0:1118,211044362,24507,{"NonceB":2290471233}
17-ffaa:0:111b,3544597609,50670,{"NonceB":215183623}
17-ffaa:0:111a,1621262938,26503,{"NonceB":1261604730}
17-ffaa:0:1117,1115308143,40238,{"NonceB":2936613582}
17-ffaa:0:111b,2715094497,16397,{"NonceB":1157774737}
17-ffaa:0:1118,2420856063,32541,{"NonceB":3938692387}
17-ffaa:0:111a,1926556455,14793,{"NonceB":3656719009}
17-ffaa:0:111b,3166954222,15798,{"NonceB":1946976396}
17-ffaa:0:111a,3134783312,36357,{"NonceB":641744903}
17-ffaa:0:111b,2410928713,45436,{"NonceB":949315499}
17-ffaa:0:1118,432192921,7082,{"NonceB":3366106373}
17-ffaa:0:111b,843686497,10515,{"NonceB":267397193}
17-ffaa:0:1117,465744645,34524,{"NonceB":3813444414}
17-ffaa:0:111a,1383835033,36541,{"NonceB":1031918159}
17-ffaa:0:1118,262926455,60777,{"NonceB":606882868}
17-ffaa:0:1118,2164775778,33093,{"NonceB":788541217}
17-ffaa:0:111a,2465035850,42263,{"NonceB":2677205576}
17-ffaa:0:1117,1826519312,41255,{"NonceB":1316421857}
17-ffaa:0:111a,3883889068,53550,{"NonceB":693646300}
17-ffaa:0:111b,2618993265,34185,{"NonceB":3728805443}
17-ffaa:0:111a,197376037,45458,{"NonceB":1965620692}
17-ffaa:0:1117,3863126200,22466,{"NonceB":1411498222}
17-ffaa:0:111a,146203702,22836,{"NonceB":1610205227}
17-ffaa:0:111a,3056573052,6489,{"NonceB":2551980594}
17-ffaa:0:1117,1577370257,57666,{"NonceB":726128418}
17-ffaa:0:111b,3400867904,46584,{"NonceB":122577319}
17-ffaa:0:111a,10497459,2547,{"NonceB":1492731286}
17-ffaa:0:1117,3266607036,40482,{"NonceB":3767508194}
17-ffaa:0:111a,213393040,47724,{"NonceB":4044422369}
17-ffaa:0:1117,960236877,42852,{"NonceB":236698056}
17-ffaa:0:1117,3070498478,8730,{"NonceB":252090237}
17-ffaa:0:1117,4134801672,24000,{"NonceB":1064940411}
17-ffaa:0:111b,3924986344,46747,{"NonceB":4021212830}
17-ffaa:0:111b,328853280,47376,{"NonceB":1300293456}
17-ffaa:0:1118,668341803,3871,{"NonceB":2185986921}
17-ffaa:0:1118,2472284952,57942,{"NonceB":3395016806}
17-ffaa:0:1118,2148183046,19030,{"NonceB":552803752}
17-ffaa:0:111a,1885211272,4841,{"NonceB":566719917}
17-ffaa:0:111b,3471788517,24666,{"NonceB":1933156464}
17-ffaa:0:1118,2724384159,29825,{"NonceB":3918954859}
17-ffaa:0:1118,268394202,57483,{"NonceB":2853274983}
17-ffaa:0:111b,3182662817,19921,{"NonceB":1427231445}
17-ffaa:0:111a,1343828472,13979,{"NonceB":4016946694}
17-ffaa:0:111b,581089681,65387,{"NonceB":3315304934}
17-ffaa:0:111a,2821676409,57211,{"NonceB":838712280}
17-ffaa:0:1118,571667136,28345,{"NonceB":2303615594}
17-ffaa:0:111a,2566702730,34881,{"NonceB":1444907636}
17-ffaa:0:1118,2059787464,38065,{"NonceB":420231352}
17-ffaa:0:111b,1079907273,19685,{"NonceB":3855493918}
17-ffaa:0:1118,1430157252,28573,{"NonceB":376626569}
17-ffaa:0:1118,2136090381,51074,{"NonceB":1496353622}
17-ffaa:0:1117,3085101360,41218,{"NonceB":1443465282}
17-ffaa:0:111b,600701605,46087,{"NonceB":2107287716}
17-ffaa:0:111a,993822801,2670,{"NonceB":2975874539}
17-ffaa:0:111b,1186089496,37799,{"NonceB":3101941408}
17-ffaa:0:111b,3447813042,56530,{"NonceB":1791394346}
17-ffaa:0:111a,1690134703,59616,{"NonceB":2673296763}
17-ffaa:0:1118,3806405108,50588,{"NonceB":2485948394}
17-ffaa:0:1118,3909661033,35120,{"NonceB":3045961991}
17-ffaa:0:1118,1397913654,38974,{"NonceB":643627760}
17-ffaa:0:111b,541795489,44051,{"NonceB":1105042050}
17-ffaa:0:111a,1831879825,44604,{"NonceB":3333763888}
17-ffaa:0:1118,3832790247,34929,{"NonceB":3670293546}
17-ffaa:0:1117,1010295841,17101,{"NonceB":538415048}
17-ffaa:0:111b,2171631931,35615,{"NonceB":3046517917}
17-ffaa:0:111b,48223673,44588,{"NonceB":2739997184}
17-ffaa:0:111a,1634683020,24543,{"NonceB":2794658918}
17-ffaa:0:1117,1969475060,12944,{"NonceB":1209366644}
17-ffaa:0:1118,651620689,43959,{"NonceB":4133824542}
17-ffaa:0:1118,1538164063,65026,{"NonceB":206260867}
17-ffaa:0:1117,2825470919,14796,{"NonceB":759435362}
17-ffaa:0:1117,2950722149,51856,{"NonceB":3465749527}
17-ffaa:0:111a,908831562,20239,{"NonceB":2034918864}
17-ffaa:0:1118,842421716,14842,{"NonceB":2899655765}
17-ffaa:0:1118,261050272,50982,{"NonceB":1735489458}
17-ffaa:0:1118,1110509229,62705,{"NonceB":21937370}
17-ffaa:0:111b,1534908338,60986,{"NonceB":4022933986}
17-ffaa:0:1118,2473938468,60347,{"NonceB":1295189210}
17-ffaa:0:111a,883723463,39846,{"NonceB":4289865265}
17-ffaa:0:111b,2416459547,1487,{"NonceB":1482305945}
17-ffaa:0:1118,2618110372,44772,{"NonceB":4109927009}
17-ffaa:0:1118,2461207705,42432,{"NonceB":3389302922}
17-ffaa:0:111a,3941172953,40090,{"NonceB":1883959032}
17-ffaa:0:111a,1861916711,58454,{"NonceB":445014845}
17-ffaa:0:1118,3917896827,18480,{"NonceB":3058207520}
17-ffaa:0:111b,2530117881,59094,{"NonceB":1075277604}
17-ffaa:0:1118,2723758114,14290,{"NonceB":317236569}
17-ffaa:0:111a,2984771471,1094,{"NonceB":2688119426}
17-ffaa:0:111b,1811058729,17482,{"NonceB":3202678620}
17-ffaa:0:111a,4076589506,16205,{"NonceB":1593157373}
17-ffaa:0:1118,1005338717,29056,{"NonceB":462308839}
17-ffaa:0:1117,804874273,27549,{"NonceB":2795568174}
17-ffaa:0:111b,1413981475,4112,{"NonceB":1374559281}
17-ffaa:0:111a,706551482,20466,{"NonceB":2458266406}
17-ffaa:0:111a,753929498,41814,{"NonceB":3363892245}
17-ffaa:0:1118,1927496590,60370,{"NonceB":3847668815}
17-ffaa:0:111b,1608984417,38750,{"NonceB":2784430732}
17-ffaa:0:1118,3502749486,62277,{"NonceB":2568878390}
17-ffaa:0:111b,1019790698,40413,{"NonceB":942220224}
17-ffaa:0:111a,2087103696,12878,{"NonceB":2057163420}
17-ffaa:0:111b,2527900861,35319,{"NonceB":3956943410}
17-ffaa:0:1117,3178964828,29176,{"NonceB":1790380884}
17-ffaa:0:111b,499557953,28913,{"NonceB":1876868327}
17-ffaa:0:111a,2124902471,48544,{"NonceB":3865227715}
17-ffaa:0:111a,1149758292,51699,{"NonceB":2825650043}
17-ffaa:0:111b,4029322594,11211,{"NonceB":987653878}
17-ffaa:0:1117,377342165,6476,{"NonceB":2153387318}
17-ffaa:0:1118,3827111581,34652,{"NonceB":3573133633}
17-ffaa:0:111b,2296184608,49498,{"NonceB":3159820970}
17-ffaa:0:1118,533851111,7932,{"NonceB":312803073}
17-ffaa:0:1117,895535570,36608,{"NonceB":141087961}
17-ffaa:0:1117,744162759,19648,{"NonceB":559262345}
17-ffaa:0:1117,3582647537,51700,{"NonceB":3833624735}
17-ffaa:0:1117,150314076,4753,{"NonceB":2574276307}
17-ffaa:0:111b,2893081848,41857,{"NonceB":4077640474}
17-ffaa:0:111a,1149743783,59036,{"NonceB":4069681713}
17-ffaa:0:111a,2136423561,46613,{"NonceB":3353462335}
17-ffaa:0:1118,4090541675,22305,{"NonceB":1529230265}
17-ffaa:0:111b,1369745772,23723,{"NonceB":2340712484}
17-ffaa:0:111a,129244405,39706,{"NonceB":392309947}
17-ffaa:0:1117,1020591769,2748,{"NonceB":1640568305}
17-ffaa:0:1117,3537758991,32383,{"NonceB":239139843}
17-ffaa:0:111b,3399030786,8964,{"NonceB":241536807}
17-ffaa:0:1118,3106047254,38860,{"NonceB":1905570878}
17-ffaa:0:111a,4243764032,62800,{"NonceB":232908429}
17-ffaa:0:111a,3879752320,24025,{"NonceB":2921923831}
17-ffaa:0:1117,623317180,65502,{"NonceB":2501882271}
17-ffaa:0:111b,2016442323,25610,{"NonceB":174223760}
17-ffaa:0:111b,3163817119,12587,{"NonceB":2385548336}
17-ffaa:0:1117,834362575,17602,{"NonceB":1056852067}
17-ffaa:0:1118,2086983696,2944,{"NonceB":4116026145}
17-ffaa:0:1117,1513674483,58948,{"NonceB":426810630}
17-ffaa:0:1117,3629341425,37622,{"NonceB":1086963383}
17-ffaa:0:1118,1202717109,59851,{"NonceB":2216781616}
17-ffaa:0:1118,1461433423,36134,{"NonceB":2623557820}
17-ffaa:0:1117,2277657196,19893,{"NonceB":2473870388}
17-ffaa:0:111a,4073054835,36133,{"NonceB":160117663}
17-ffaa:0:111b,3003903492,8752,{"NonceB":3800123216}
17-ffaa:0:111b,3255649584,5343,{"NonceB":2369150778}
17-ffaa:0:1117,1818718301,9713,{"NonceB":612299443}
17-ffaa:0:111b,74058267,54928,{"NonceB":3189716663}
17-ffaa:0:111b,3863441079,55808,{"NonceB":3493167788}
17-ffaa:0:1117,1606253392,36044,{"NonceB":2501657759}
17-ffaa:0:1118,1461950539,5219,{"NonceB":2140429915}
17-ffaa:0:1118,1076121013,11353,{"NonceB":2552387369}
17-ffaa:0:111a,2931701712,8584,{"NonceB":3138327150}
17-ffaa:0:111b,3592229867,42178,{"NonceB":1809613883}
17-ffaa:0:111a,3368770958,21476,{"NonceB":2522476208}
17-ffaa:0:1118,342535247,55495,{"NonceB":1290495892}
17-ffaa:0:1117,2835452185,56969,{"NonceB":3208720403}
17-ffaa:0:111b,2911894307,31835,{"NonceB":3420807681}
17-ffaa:0:111a,2449893271,24436,{"NonceB":3693865817}
17-ffaa:0:1117,2248329521,14246,{"NonceB":182973583}
17-ffaa:0:1117,2675117763,48134,{"NonceB":2550795144}
17-ffaa:0:111a,2565768309,14500,{"NonceB":1077915894}
17-ffaa:0:1117,4147426969,35551,{"NonceB":1532878330}
17-ffaa:0:1117,3521827122,9488,{"NonceB":99101037}
17-ffaa:0:1117,456226303,33635,{"NonceB":3135013364}
17-ffaa:0:111a,2641271562,36334,{"NonceB":1774165710}
17-ffaa:0:1117,2495492472,19648,{"NonceB":424799571}
17-ffaa:0:111a,1096554314,36218,{"NonceB":469415735}
17-ffaa:0:111b,4273235170,32391,{"NonceB":2261707016}
17-ffaa:0:1118,4034682190,9563,{"NonceB":2469149664}
17-ffaa:0:1118,3804466409,23075,{"NonceB":3852999960}
17-ffaa:0:1117,3708694053,4257,{"NonceB":976992828}
17-ffaa:0:111b,2317833264,8767,{"NonceB":3418811188}
17-ffaa:0:111a,190782825,14986,{"NonceB":3997506090}
17-ffaa:0:1117,2210082038,23178,{"NonceB":3956656904}
17-ffaa:0:111b,1220672850,45944,{"NonceB":1849026423}
17-ffaa:0:111b,188182362,42451,{"NonceB":1827124744}
17-ffaa:0:1118,753139636,52835,{"NonceB":2243655273}
17-ffaa:0:111b,1614245907,35866,{"NonceB":3439745273}
17-ffaa:0:111b,167616305,3029,{"NonceB":2157616684}
17-ffaa:0:1118,3738749749,45195,{"NonceB":4038425259}
17-ffaa:0:1118,659548954,24813,{"NonceB":3507261639}
17-ffaa:0:111a,2156183785,11700,{"NonceB":1215570785}
17-ffaa:0:1118,2862747701,16730,{"NonceB":2254653010}
17-ffaa:0:1117,267095924,41978,{"NonceB":452427776}
17-ffaa:0:1118,8559689,65226,{"NonceB":3777356170}
17-ffaa:0:1117,1917062822,12569,{"NonceB":1385765378}
17-ffaa:0:1117,1880835343,10027,{"NonceB":3958545986}
17-ffaa:0:1118,742241410,25236,{"NonceB":4274293202}
17-ffaa:0:111b,3708571774,15648,{"NonceB":2456288709}
17-ffaa:0:1118,2205516556,3436,{"NonceB":2551880157}
17-ffaa:0:111a,2150213299,65114,{"NonceB":2689176104}
17-ffaa:0:111b,1211138100,38632,{"NonceB":2976555986}
17-ffaa:0:111b,3543571726,30627,{"NonceB":3477713824}
17-ffaa:0:1117,826875134,61224,{"NonceB":3827208530}
17-ffaa:0:111b,2202568176,23803,{"NonceB":1627045910}
17-ffaa:0:1117,1154498340,48565,{"NonceB":1213659231}
17-ffaa:0:1117,1771364331,11967,{"NonceB":3381049971}
17-ffaa:0:111a,213790013,57006,{"NonceB":1417741415}
17-ffaa:0:111a,1344004380,8209,{"NonceB":2893791890}
17-ffaa:0:1118,3652222642,50899,{"NonceB":1961054624}
17-ffaa:0:111a,279163386,22044,{"NonceB":557131327}
17-ffaa:0:1118,1999541912,18800,{"NonceB":1840801314}
17-ffaa:0:111a,2466668200,4098,{"NonceB":1091337688}
17-ffaa:0:1117,2141389505,32102,{"NonceB":2347404289}
17-ffaa:0:1118,4195806489,58874,{"NonceB":2368203886}
17-ffaa:0:1117,259384362,30145,{"NonceB":1515797321}
17-ffaa:0:111b,1013996675,61169,{"NonceB":1930145694}
17-ffaa:0:111b,2930459085,30012,{"NonceB":986084374}
17-ffaa:0:1117,3103821504,46305,{"NonceB":575001225}
17-ffaa:0:111b,3862780193,43652,{"NonceB":310765813}
17-ffaa:0:111b,2862121154,63103,{"NonceB":1822294044}
17-ffaa:0:111a,354035757,22669,{"NonceB":3973941056}
17-ffaa:0:111a,4086984437,58214,{"NonceB":3245544360}
17-ffaa:0:1118,315671202,49078,{"NonceB":1215347394}
17-ffaa:0:1118,4201528476,37740,{"NonceB":1006991095}
17-ffaa:0:111a,1998553325,46822,{"NonceB":3315221553}
17-ffaa:0:1118,4125454738,56325,{"NonceB":1360812537}
17-ffaa:0:111a,1730611845,3879,{"NonceB":2807270471}
17-ffaa:0:1117,1814738984,53495,{"NonceB":2918938541}
17-ffaa:0:1118,2037351945,6836,{"NonceB":1630441561}
17-ffaa:0:1118,2295169554,47554,{"NonceB":1242761172}
17-ffaa:0:1118,3451790793,38801,{"NonceB":2883023724}
17-ffaa:0:1118,2663534966,17649,{"NonceB":1677305232}
17-ffaa:0:1117,1440459238,12245,{"NonceB":3958671820}
17-ffaa:0:1118,477936179,20075,{"NonceB":2263265327}
17-ffaa:0:1117,246457246,55832,{"NonceB":3429567426}
17-ffaa:0:111a,2264415589,42115,{"NonceB":3664146716}
17-ffaa:0:111b,1786747511,65364,{"NonceB":777237852}
17-ffaa:0:1117,1636987122,11314,{"NonceB":2608691736}
17-ffaa:0:1118,572273354,5594,{"NonceB":2201373230}
17-ffaa:0:1117,780166081,42996,{"NonceB":1097508229}
17-ffaa:0:111b,2466414558,5188,{"NonceB":2036889368}
17-ffaa:0:111a,3364440900,36588,{"NonceB":2199184873}
17-ffaa:0:111a,4247455255,20606,{"NonceB":4277136072}
17-ffaa:0:111a,2348491675,5000,{"NonceB":2811292292}
17-ffaa:0:1117,272289767,42115,{"NonceB":4101885332}
17-ffaa:0:111a,75145643,20121,{"NonceB":3950092081}
17-ffaa:0:111a,3121429310,58216,{"NonceB":1849083440}
17-ffaa:0:1118,1578741471,39949,{"NonceB":3039706235}
17-ffaa:0:1117,3798583234,57655,{"NonceB":3215431313}
17-ffaa:0:1118,3986949674,29890,{"NonceB":561188761}
17-ffaa:0:111b,1091993768,59470,{"NonceB":2367619708}
17-ffaa:0:1117,1046963066,50102,{"NonceB":2876587212}
17-ffaa:0:1118,389859599,53185,{"NonceB":3112912215}
17-ffaa:0:111a,1441505070,33546,{"NonceB":2565395595}
17-ffaa:0:1118,284374307,6073,{"NonceB":1191283735}
17-ffaa:0:111b,4192324355,58863,{"NonceB":49243222}
17-ffaa:0:1118,2832288922,64004,{"NonceB":210682189}
17-ffaa:0:1118,1236540166,63026,{"NonceB":202590364}
17-ffaa:0:1118,2123754986,47294,{"NonceB":4232542167}
17-ffaa:0:111a,4293056278,63487,{"NonceB":2330546426}
17-ffaa:0:1117,329490961,22895,{"NonceB":855948457}
17-ffaa:0:1117,1533636268,16174,{"NonceB":1824531931}
17-ffaa:0:1117,3902351054,59814,{"NonceB":1971561953}
17-ffaa:0:1117,646729518,5024,{"NonceB":573841908}
17-ffaa:0:1118,321197250,41192,{"NonceB":3560414886}
17-ffaa:0:111b,4135261833,1467,{"NonceB":3487202694}
17-ffaa:0:1117,4066677403,46463,{"NonceB":1654410704}
17-ffaa:0:1118,2971123795,48881,{"NonceB":3694347054}
17-ffaa:0:1118,1500837764,6043,{"NonceB":4128969949}
17-ffaa:0:1117,38441584,9328,{"NonceB":1387287997}
17-ffaa:0:1117,1417598005,32943,{"NonceB":3885210265}
17-ffaa:0:111b,953940512,46733,{"NonceB":674145138}
17-ffaa:0:1118,789945857,21155,{"NonceB":2999824302}
17-ffaa:0:111b,2360284779,28716,{"NonceB":4166094506}
17-ffaa:0:1118,2934563288,59384,{"NonceB":1665401465}
17-ffaa:0:111b,1159926362,53143,{"NonceB":3895885648}
17-ffaa:0:1117,1115308143,40238,{"NonceB":486636990}
17-ffaa:0:1117,986573825,1098,{"NonceB":890602667}
17-ffaa:0:1118,251731642,19454,{"NonceB":392014595}
17-ffaa:0:1118,534163520,16111,{"NonceB":915463904}
17-ffaa:0:111a,799428288,35707,{"NonceB":3578742793}
17-ffaa:0:1118,1616249859,16585,{"NonceB":269914786}
17-ffaa:0:111b,358975298,58360,{"NonceB":343888241}
17-ffaa:0:1118,3760283265,20322,{"NonceB":1182327548}
17-ffaa:0:1117,2312296179,35964,{"NonceB":3799689372}
17-ffaa:0:111b,1703999652,55799,{"NonceB":1386536770}
17-ffaa:0:111b,2152868376,24335,{"NonceB":2189115588}
17-ffaa:0:1117,1716046435,59120,{"NonceB":2589551577}
17-ffaa:0:1118,2864078155,28587,{"NonceB":1134730076}
17-ffaa:0:1118,1377152384,65012,{"NonceB":884414004}
17-ffaa:0:111a,4149293046,5813,{"NonceB":14056565}
17-ffaa:0:1117,1098289669,19745,{"NonceB":1379399504}
17-ffaa:0:1118,1033120782,40541,{"NonceB":2251475128}
17-ffaa:0:111b,285441272,55450,{"NonceB":855606501}
17-ffaa:0:1117,155977955,31428,{"NonceB":2539152808}
17-ffaa:0:111b,982495770,4803,{"NonceB":1009302816}
17-ffaa:0:111b,1597942406,9862,{"NonceB":4081915813}
17-ffaa:0:1118,1096976521,7409,{"NonceB":265044043}
17-ffaa:0:111a,1650551131,3608,{"NonceB":2348165069}
17-ffaa:0:1118,1030124394,25491,{"NonceB":1241419552}
