ISD-AS,IP,Port,Payload
17-ffaa:0:1118,183233710,29701,{"NonceB":1921738878}
17-ffaa:0:111b,1211214553,22600,{"NonceB":926373705}
17-ffaa:0:111b,3654961211,43948,{"NonceB":1605872316}
17-ffaa:0:1118,3602879919,32084,{"NonceB":2513212604}
17-ffaa:0:1117,3452815753,58531,{"NonceB":982953820}
17-ffaa:0:111a,3416617002,49023,{"NonceB":1253928404}
17-ffaa:0:111a,2096774279,47517,{"NonceB":2584757262}
17-ffaa:0:1117,438089267,35037,{"NonceB":4277027187}
17-ffaa:0:1118,183233710,29701,{"NonceB":653443753}
17-ffaa:0:111b,3654961211,43948,{"NonceB":3555606136}
17-ffaa:0:111b,1211214553,22600,{"NonceB":2998286542}
17-ffaa:0:1118,3602879919,32084,{"NonceB":565194310}
17-ffaa:0:1117,3452815753,58531,{"NonceB":3082159175}
17-ffaa:0:111a,2096774279,47517,{"NonceB":1886308656}
17-ffaa:0:111a,3416617002,49023,{"NonceB":1646166029}
17-ffaa:0:1117,438089267,35037,{"NonceB":486575116}
17-ffaa:0:1118,183233710,29701,{"NonceB":1187945060}
17-ffaa:0:111b,1211214553,22600,{"NonceB":3841407179}
17-ffaa:0:111b,3654961211,43948,{"NonceB":3327238409}
17-ffaa:0:1118,3602879919,32084,{"NonceB":3122547440}
17-ffaa:0:1117,3452815753,58531,{"NonceB":1036872212}
17-ffaa:0:111a,2096774279,47517,{"NonceB":1432257305}
17-ffaa:0:111a,3416617002,49023,{"NonceB":3886840558}
17-ffaa:0:1117,438089267,35037,{"NonceB":4168356034}
17-ffaa:0:111b,2863899928,24000,{"NonceB":1626353798}
17-ffaa:0:1118,183233710,29701,{"NonceB":67034142}
17-ffaa:0:111b,3654961211,43948,{"NonceB":188545132}
17-ffaa:0:111b,1211214553,22600,{"NonceB":2586632912}
17-ffaa:0:1118,3602879919,32084,{"NonceB":3062591368}
17-ffaa:0:1117,3452815753,58531,{"NonceB":2016208952}
17-ffaa:0:111a,2096774279,47517,{"NonceB":1554025408}
17-ffaa:0:111a,3416617002,49023,{"NonceB":2204791959}
17-ffaa:0:1117,438089267,35037,{"NonceB":795229283}
17-ffaa:0:1118,183233710,29701,{"NonceB":1038962145}
17-ffaa:0:111b,1211214553,22600,{"NonceB":3116811050}
17-ffaa:0:111b,3654961211,43948,{"NonceB":2492462789}
17-ffaa:0:1118,3602879919,32084,{"NonceB":2233459701}
17-ffaa:0:1117,3452815753,58531,{"NonceB":1605554734}
17-ffaa:0:111a,3416617002,49023,{"NonceB":270546799}
17-ffaa:0:111a,2096774279,47517,{"NonceB":3876268457}
17-ffaa:0:1117,438089267,35037,{"NonceB":2121695520}
17-ffaa:0:1118,183233710,29701,{"NonceB":620456689}
17-ffaa:0:111b,3654961211,43948,{"NonceB":1134939915}
17-ffaa:0:111b,1211214553,22600,{"NonceB":4264524483}
17-ffaa:0:1118,3602879919,32084,{"NonceB":1268081175}
17-ffaa:0:1117,3452815753,58531,{"NonceB":2870946278}
17-ffaa:0:111a,2096774279,47517,{"NonceB":1782166457}
17-ffaa:0:111a,3416617002,49023,{"NonceB":2432122200}
17-ffaa:0:1117,438089267,35037,{"NonceB":90636007}
17-ffaa:0:111b,1211214553,22600,{"NonceB":3572181401}
17-ffaa:0:111b,3654961211,43948,{"NonceB":2023543880}
17-ffaa:0:1118,183233710,29701,{"NonceB":1639652138}
17-ffaa:0:1118,3602879919,32084,{"NonceB":3800196435}
17-ffaa:0:1117,3452815753,58531,{"NonceB":438984403}
17-ffaa:0:111a,3416617002,49023,{"NonceB":1672733684}
17-ffaa:0:111a,2096774279,47517,{"NonceB":1627525106}
17-ffaa:0:1117,438089267,35037,{"NonceB":3152365766}
17-ffaa:0:111b,1211214553,22600,{"NonceB":2686998407}
17-ffaa:0:111b,3654961211,43948,{"NonceB":2766327654}
17-ffaa:0:1118,183233710,29701,{"NonceB":3371675680}
17-ffaa:0:1118,3602879919,32084,{"NonceB":2712307002}
17-ffaa:0:1117,3452815753,58531,{"NonceB":2083548884}
17-ffaa:0:111a,2096774279,47517,{"NonceB":108113415}
17-ffaa:0:111a,3416617002,49023,{"NonceB":1661098022}
17-ffaa:0:1117,438089267,35037,{"NonceB":3469531350}
17-ffaa:0:111b,1211214553,22600,{"NonceB":2544266593}
17-ffaa:0:111b,3654961211,43948,{"NonceB":2739736484}
17-ffaa:0:1118,183233710,29701,{"NonceB":729886914}
17-ffaa:0:1118,3602879919,32084,{"NonceB":2263623136}
17-ffaa:0:111a,3416617002,49023,{"NonceB":2487502614}
17-ffaa:0:111a,2096774279,47517,{"NonceB":828392314}
17-ffaa:0:1117,3452815753,58531,{"NonceB":3672022983}
17-ffaa:0:1117,438089267,35037,{"NonceB":4235622214}
17-ffaa:0:111b,1211214553,22600,{"NonceB":1459051090}
17-ffaa:0:111b,3654961211,43948,{"NonceB":1830635634}
17-ffaa:0:1118,183233710,29701,{"NonceB":184911378}
17-ffaa:0:1118,3602879919,32084,{"NonceB":3621468831}
17-ffaa:0:111a,2096774279,47517,{"NonceB":1877108047}
17-ffaa:0:111a,3416617002,49023,{"NonceB":2685512202}
17-ffaa:0:1117,3452815753,58531,{"NonceB":2043677691}
17-ffaa:0:1117,438089267,35037,{"NonceB":3463807021}
17-ffaa:0:111b,1211214553,22600,{"NonceB":928815567}
17-ffaa:0:111b,3654961211,43948,{"NonceB":3140332721}
17-ffaa:0:1118,183233710,29701,{"NonceB":1327426612}
17-ffaa:0:1118,3602879919,32084,{"NonceB":4119203578}
17-ffaa:0:111a,3416617002,49023,{"NonceB":2420985396}
17-ffaa:0:111a,2096774279,47517,{"NonceB":2424915452}
17-ffaa:0:1117,3452815753,58531,{"NonceB":4240984850}
17-ffaa:0:1117,438089267,35037,{"NonceB":2876370193}
17-ffaa:0:111b,354690998,23485,{"NonceB":3044260954}
17-ffaa:0:111b,1211214553,22600,{"NonceB":1696406787}
17-ffaa:0:111b,3654961211,43948,{"NonceB":2928168207}
17-ffaa:0:1118,183233710,29701,{"NonceB":1340498027}
17-ffaa:0:1118,3602879919,32084,{"NonceB":578594437}
17-ffaa:0:111a,2096774279,47517,{"NonceB":1070966050}
17-ffaa:0:111a,3416617002,49023,{"NonceB":2490490893}
17-ffaa:0:1117,3452815753,58531,{"NonceB":3024234952}
17-ffaa:0:1117,438089267,35037,{"NonceB":315484231}
17-ffaa:0:111b,3654961211,43948,{"NonceB":3732838569}
17-ffaa:0:111b,1211214553,22600,{"NonceB":469333564}
17-ffaa:0:1118,183233710,29701,{"NonceB":1805176841}
17-ffaa:0:1118,3602879919,32084,{"NonceB":3830028693}
17-ffaa:0:111a,3416617002,49023,{"NonceB":2514849152}
17-ffaa:0:111a,2096774279,47517,{"NonceB":3672938421}
17-ffaa:0:1117,3452815753,58531,{"NonceB":3703348195}
17-ffaa:0:1117,438089267,35037,{"NonceB":3744227635}
17-ffaa:0:111b,3654961211,43948,{"NonceB":29162307}
17-ffaa:0:111b,1211214553,22600,{"NonceB":889288502}
17-ffaa:0:1118,183233710,29701,{"NonceB":3231760047}
17-ffaa:0:1118,3602879919,32084,{"NonceB":4292210633}
17-ffaa:0:111a,2096774279,47517,{"NonceB":2640506820}
17-ffaa:0:111a,3416617002,49023,{"NonceB":2995609492}
17-ffaa:0:1117,3452815753,58531,{"NonceB":1691007317}
17-ffaa:0:1117,438089267,35037,{"NonceB":919436985}
17-ffaa:0:111b,1211214553,22600,{"NonceB":1541936634}
17-ffaa:0:111b,3654961211,43948,{"NonceB":1507194095}
17-ffaa:0:1118,183233710,29701,{"NonceB":1797913811}
17-ffaa:0:1118,3602879919,32084,{"NonceB":1016439782}
17-ffaa:0:111a,3416617002,49023,{"NonceB":591526766}
17-ffaa:0:111a,2096774279,47517,{"NonceB":2655388390}
17-ffaa:0:1117,3452815753,58531,{"NonceB":1237051756}
17-ffaa:0:1117,438089267,35037,{"NonceB":3261447146}
17-ffaa:0:111b,4141782510,10761,{"NonceB":670565369}
17-ffaa:0:111b,3654961211,43948,{"NonceB":263011103}
17-ffaa:0:111b,1211214553,22600,{"NonceB":241832545}
17-ffaa:0:1118,183233710,29701,{"NonceB":1047970170}
17-ffaa:0:1118,3602879919,32084,{"NonceB":4214807738}
17-ffaa:0:111a,3416617002,49023,{"NonceB":2917239797}
17-ffaa:0:111a,2096774279,47517,{"NonceB":2632950490}
17-ffaa:0:1117,3452815753,58531,{"NonceB":3510413070}
17-ffaa:0:1117,438089267,35037,{"NonceB":4132112382}
17-ffaa:0:111b,3654961211,43948,{"NonceB":1725231781}
17-ffaa:0:111b,1211214553,22600,{"NonceB":685776656}
17-ffaa:0:1118,183233710,29701,{"NonceB":4171508406}
17-ffaa:0:1118,3602879919,32084,{"NonceB":3874208171}
17-ffaa:0:111a,2096774279,47517,{"NonceB":1002219863}
17-ffaa:0:111a,3416617002,49023,{"NonceB":1564656505}
17-ffaa:0:1117,3452815753,58531,{"NonceB":448938483}
17-ffaa:0:1117,438089267,35037,{"NonceB":4012054749}
17-ffaa:0:111b,1211214553,22600,{"NonceB":3206135728}
17-ffaa:0:111b,3654961211,43948,{"NonceB":2470884809}
17-ffaa:0:1118,183233710,29701,{"NonceB":214749500}
17-ffaa:0:1118,3602879919,32084,{"NonceB":2894026110}
17-ffaa:0:111a,2096774279,47517,{"NonceB":3155224546}
17-ffaa:0:111a,3416617002,49023,{"NonceB":570965465}
17-ffaa:0:1117,3452815753,58531,{"NonceB":3895429722}
17-ffaa:0:1117,438089267,35037,{"NonceB":554669789}
17-ffaa:0:111b,3654961211,43948,{"NonceB":1597949400}
17-ffaa:0:111b,1211214553,22600,{"NonceB":2348605954}
17-ffaa:0:1118,183233710,29701,{"NonceB":1412113346}
17-ffaa:0:1118,3602879919,32084,{"NonceB":2521739538}
17-ffaa:0:111a,3416617002,49023,{"NonceB":39302986}
17-ffaa:0:111a,2096774279,47517,{"NonceB":1248588096}
17-ffaa:0:1117,3452815753,58531,{"NonceB":827553037}
17-ffaa:0:1117,438089267,35037,{"NonceB":2217345978}
17-ffaa:0:111b,2611249973,48623,{"NonceB":4031074986}
17-ffaa:0:111b,3654961211,43948,{"NonceB":1888609238}
17-ffaa:0:111b,1211214553,22600,{"NonceB":2178054940}
17-ffaa:0:1118,183233710,29701,{"NonceB":2975156938}
17-ffaa:0:1118,3602879919,32084,{"NonceB":3848014463}
17-ffaa:0:111a,3416617002,49023,{"NonceB":1786053583}
17-ffaa:0:111a,2096774279,47517,{"NonceB":1563882218}
17-ffaa:0:1117,3452815753,58531,{"NonceB":3613256474}
17-ffaa:0:1117,438089267,35037,{"NonceB":1921223142}
17-ffaa:0:111b,3654961211,43948,{"NonceB":1323068903}
17-ffaa:0:111b,1211214553,22600,{"NonceB":1042899545}
17-ffaa:0:1118,183233710,29701,{"NonceB":1259639604}
17-ffaa:0:1118,3602879919,32084,{"NonceB":48809309}
17-ffaa:0:111a,3416617002,49023,{"NonceB":1640212745}
17-ffaa:0:111a,2096774279,47517,{"NonceB":2817479068}
17-ffaa:0:1117,3452815753,58531,{"NonceB":1268192419}
17-ffaa:0:1117,438089267,35037,{"NonceB":426101209}
17-ffaa:0:111b,3654961211,43948,{"NonceB":881408149}
17-ffaa:0:1118,183233710,29701,{"NonceB":3565154930}
17-ffaa:0:1118,3602879919,32084,{"NonceB":574976341}
17-ffaa:0:111b,1211214553,22600,{"NonceB":401219286}
17-ffaa:0:111a,2096774279,47517,{"NonceB":314380742}
17-ffaa:0:111a,3416617002,49023,{"NonceB":320879966}
17-ffaa:0:1117,3452815753,58531,{"NonceB":1991540609}
17-ffaa:0:1117,438089267,35037,{"NonceB":3615759181}
17-ffaa:0:111b,3654961211,43948,{"NonceB":931983961}
17-ffaa:0:1118,183233710,29701,{"NonceB":2021671733}
17-ffaa:0:111a,3416617002,49023,{"NonceB":630672777}
17-ffaa:0:111a,2096774279,47517,{"NonceB":902820080}
17-ffaa:0:111b,1211214553,22600,{"NonceB":1263338495}
17-ffaa:0:1118,3602879919,32084,{"NonceB":577024645}
17-ffaa:0:1117,3452815753,58531,{"NonceB":4116086356}
17-ffaa:0:1117,438089267,35037,{"NonceB":3369619382}
17-ffaa:0:111b,3654961211,43948,{"NonceB":1104096033}
17-ffaa:0:1118,183233710,29701,{"NonceB":4033761770}
17-ffaa:0:111a,2096774279,47517,{"NonceB":324057485}
17-ffaa:0:111a,3416617002,49023,{"NonceB":4254758649}
17-ffaa:0:111b,1211214553,22600,{"NonceB":1658365925}
17-ffaa:0:1118,3602879919,32084,{"NonceB":3310004220}
17-ffaa:0:1117,3452815753,58531,{"NonceB":3869429466}
17-ffaa:0:1117,438089267,35037,{"NonceB":2725314042}
17-ffaa:0:111b,3654961211,43948,{"NonceB":1068452955}
17-ffaa:0:1118,183233710,29701,{"NonceB":4149675399}
17-ffaa:0:111a,3416617002,49023,{"NonceB":2795040861}
17-ffaa:0:111a,2096774279,47517,{"NonceB":2003661644}
17-ffaa:0:111b,1211214553,22600,{"NonceB":1192494969}
17-ffaa:0:1118,3602879919,32084,{"NonceB":3391391233}
17-ffaa:0:1117,3452815753,58531,{"NonceB":2591923970}
17-ffaa:0:1117,438089267,35037,{"NonceB":4024857565}
17-ffaa:0:111b,3654961211,43948,{"NonceB":1566956826}
17-ffaa:0:1118,183233710,29701,{"NonceB":3710114564}
17-ffaa:0:111a,3416617002,49023,{"NonceB":1370818521}
17-ffaa:0:111a,2096774279,47517,{"NonceB":216506192}
17-ffaa:0:111b,1211214553,22600,{"NonceB":1701594865}
17-ffaa:0:1118,3602879919,32084,{"NonceB":144188020}
17-ffaa:0:1117,3452815753,58531,{"NonceB":172481599}
17-ffaa:0:1117,438089267,35037,{"NonceB":2733444582}
17-ffaa:0:111b,3654961211,43948,{"NonceB":3251407468}
17-ffaa:0:1118,183233710,29701,{"NonceB":3647896811}
17-ffaa:0:111a,2096774279,47517,{"NonceB":4242051482}
17-ffaa:0:111a,3416617002,49023,{"NonceB":752940496}
17-ffaa:0:1118,3602879919,32084,{"NonceB":1500690733}
17-ffaa:0:111b,1211214553,22600,{"NonceB":3896217765}
17-ffaa:0:1117,3452815753,58531,{"NonceB":3737800598}
17-ffaa:0:1117,438089267,35037,{"NonceB":1446578989}
17-ffaa:0:111b,3654961211,43948,{"NonceB":1058520579}
17-ffaa:0:1118,183233710,29701,{"NonceB":928718869}
17-ffaa:0:111a,3416617002,49023,{"NonceB":1722305399}
17-ffaa:0:111a,2096774279,47517,{"NonceB":604419329}
17-ffaa:0:111b,1211214553,22600,{"NonceB":3194255058}
17-ffaa:0:1118,3602879919,32084,{"NonceB":3522439676}
17-ffaa:0:1117,3452815753,58531,{"NonceB":2891661236}
17-ffaa:0:1117,438089267,35037,{"NonceB":933526448}
17-ffaa:0:111b,3654961211,43948,{"NonceB":2397511529}
17-ffaa:0:1118,183233710,29701,{"NonceB":175944813}
17-ffaa:0:111a,2096774279,47517,{"NonceB":372324532}
17-ffaa:0:111a,3416617002,49023,{"NonceB":826704810}
17-ffaa:0:111b,1211214553,22600,{"NonceB":1972472354}
17-ffaa:0:1118,3602879919,32084,{"NonceB":2286311552}
17-ffaa:0:1117,3452815753,58531,{"NonceB":2279513421}
17-ffaa:0:1117,438089267,35037,{"NonceB":2637820408}
17-ffaa:0:111b,3654961211,43948,{"NonceB":3199725926}
17-ffaa:0:1118,183233710,29701,{"NonceB":2882828146}
17-ffaa:0:111a,2096774279,47517,{"NonceB":2061847890}
17-ffaa:0:111a,3416617002,49023,{"NonceB":3106025992}
17-ffaa:0:111b,1211214553,22600,{"NonceB":2325923586}
17-ffaa:0:1118,3602879919,32084,{"NonceB":3089509991}
17-ffaa:0:1117,3452815753,58531,{"NonceB":1322303981}
17-ffaa:0:1117,438089267,35037,{"NonceB":2729859548}
17-ffaa:0:111b,3654961211,43948,{"NonceB":787873814}
17-ffaa:0:1118,183233710,29701,{"NonceB":3190971568}
17-ffaa:0:111a,3416617002,49023,{"NonceB":3077265140}
17-ffaa:0:111a,2096774279,47517,{"NonceB":2982805576}
17-ffaa:0:111b,1211214553,22600,{"NonceB":3428107985}
17-ffaa:0:1118,3602879919,32084,{"NonceB":245271392}
17-ffaa:0:1117,3452815753,58531,{"NonceB":71671606}
17-ffaa:0:1117,438089267,35037,{"NonceB":3073759728}
17-ffaa:0:111b,3654961211,43948,{"NonceB":3940368020}
17-ffaa:0:1118,183233710,29701,{"NonceB":2523051185}
17-ffaa:0:111a,2096774279,47517,{"NonceB":2667791621}
17-ffaa:0:111a,3416617002,49023,{"NonceB":4168673697}
17-ffaa:0:111b,1211214553,22600,{"NonceB":3958602188}
17-ffaa:0:1118,3602879919,32084,{"NonceB":3558150357}
17-ffaa:0:1117,3452815753,58531,{"NonceB":892375623}
17-ffaa:0:1117,438089267,35037,{"NonceB":569654537}
17-ffaa:0:111b,3654961211,43948,{"NonceB":2519763796}
17-ffaa:0:111a,2096774279,47517,{"NonceB":140721556}
17-ffaa:0:111a,3416617002,49023,{"NonceB":237531169}
17-ffaa:0:1118,183233710,29701,{"NonceB":687364693}
17-ffaa:0:111b,1211214553,22600,{"NonceB":4089105827}
17-ffaa:0:1118,3602879919,32084,{"NonceB":3415903997}
17-ffaa:0:1117,3452815753,58531,{"NonceB":2635749804}
17-ffaa:0:1117,438089267,35037,{"NonceB":940566747}
17-ffaa:0:111b,3654961211,43948,{"NonceB":3087282890}
17-ffaa:0:111a,3416617002,49023,{"NonceB":3092170363}
17-ffaa:0:111a,2096774279,47517,{"NonceB":3842210804}
17-ffaa:0:1118,183233710,29701,{"NonceB":1769592496}
17-ffaa:0:111b,1211214553,22600,{"NonceB":4155388178}
17-ffaa:0:1118,3602879919,32084,{"NonceB":4125734714}
17-ffaa:0:1117,3452815753,58531,{"NonceB":3038533656}
17-ffaa:0:1117,438089267,35037,{"NonceB":1547657672}
17-ffaa:0:111b,3654961211,43948,{"NonceB":1227254927}
17-ffaa:0:111a,2096774279,47517,{"NonceB":3865002775}
17-ffaa:0:111a,3416617002,49023,{"NonceB":1049242100}
17-ffaa:0:1118,183233710,29701,{"NonceB":230174436}
17-ffaa:0:111b,1211214553,22600,{"NonceB":1509749432}
17-ffaa:0:1118,3602879919,32084,{"NonceB":1905815845}
17-ffaa:0:1117,3452815753,58531,{"NonceB":1222546310}
17-ffaa:0:1117,438089267,35037,{"NonceB":406048444}
17-ffaa:0:111b,3654961211,43948,{"NonceB":2251097381}
17-ffaa:0:111a,3416617002,49023,{"NonceB":3634490000}
17-ffaa:0:111a,2096774279,47517,{"NonceB":4260795619}
17-ffaa:0:1118,183233710,29701,{"NonceB":3129261110}
17-ffaa:0:111b,1211214553,22600,{"NonceB":888969763}
17-ffaa:0:1118,3602879919,32084,{"NonceB":438713113}
17-ffaa:0:1117,3452815753,58531,{"NonceB":3894232205}
17-ffaa:0:1117,438089267,35037,{"NonceB":1085886841}
17-ffaa:0:111b,3654961211,43948,{"NonceB":2577042417}
17-ffaa:0:111a,2096774279,47517,{"NonceB":1885654150}
17-ffaa:0:111a,3416617002,49023,{"NonceB":3661233074}
17-ffaa:0:1118,183233710,29701,{"NonceB":3576511125}
17-ffaa:0:111b,1211214553,22600,{"NonceB":615530139}
17-ffaa:0:1118,3602879919,32084,{"NonceB":3550155218}
17-ffaa:0:1117,3452815753,58531,{"NonceB":1446570574}
17-ffaa:0:1117,438089267,35037,{"NonceB":2422216439}
17-ffaa:0:111b,3654961211,43948,{"NonceB":3494206599}
17-ffaa:0:111a,3416617002,49023,{"NonceB":688011738}
17-ffaa:0:111a,2096774279,47517,{"NonceB":4095194674}
17-ffaa:0:1118,183233710,29701,{"NonceB":3216073766}
17-ffaa:0:111b,1211214553,22600,{"NonceB":3364379632}
17-ffaa:0:1118,3602879919,32084,{"NonceB":3788650201}
17-ffaa:0:1117,3452815753,58531,{"NonceB":3249190832}
17-ffaa:0:1117,438089267,35037,{"NonceB":259679226}
17-ffaa:0:111b,3654961211,43948,{"NonceB":322068142}
17-ffaa:0:111a,2096774279,47517,{"NonceB":3022050815}
17-ffaa:0:111a,3416617002,49023,{"NonceB":210244666}
17-ffaa:0:1118,183233710,29701,{"NonceB":4173289514}
17-ffaa:0:111b,1211214553,22600,{"NonceB":3844166073}
17-ffaa:0:1118,3602879919,32084,{"NonceB":2101770582}
17-ffaa:0:1117,3452815753,58531,{"NonceB":362062623}
17-ffaa:0:1117,438089267,35037,{"NonceB":2677122674}
17-ffaa:0:111b,3654961211,43948,{"NonceB":3415366780}
17-ffaa:0:111a,3416617002,49023,{"NonceB":374128223}
17-ffaa:0:111a,2096774279,47517,{"NonceB":1667278386}
17-ffaa:0:1118,183233710,29701,{"NonceB":1069023701}
17-ffaa:0:111b,1211214553,22600,{"NonceB":1855993004}
17-ffaa:0:1118,3602879919,32084,{"NonceB":1614114745}
17-ffaa:0:1117,3452815753,58531,{"NonceB":2113725221}
17-ffaa:0:1117,438089267,35037,{"NonceB":1626712811}
17-ffaa:0:111b,2863899928,24000,{"NonceB":1610138205}
17-ffaa:0:111b,3654961211,43948,{"NonceB":1644336275}
17-ffaa:0:111a,2096774279,47517,{"NonceB":1032677374}
17-ffaa:0:111a,3416617002,49023,{"NonceB":1809123416}
17-ffaa:0:1118,183233710,29701,{"NonceB":1316820608}
17-ffaa:0:111b,1211214553,22600,{"NonceB":1104151181}
17-ffaa:0:1118,3602879919,32084,{"NonceB":2024704397}
17-ffaa:0:1117,3452815753,58531,{"NonceB":3248692409}
17-ffaa:0:1117,438089267,35037,{"NonceB":235433761}
17-ffaa:0:111b,3654961211,43948,{"NonceB":3091683549}
17-ffaa:0:111a,3416617002,49023,{"NonceB":3571600966}
17-ffaa:0:111a,2096774279,47517,{"NonceB":2891556996}
17-ffaa:0:1118,183233710,29701,{"NonceB":3790305123}
17-ffaa:0:111b,1211214553,22600,{"NonceB":3236467645}
17-ffaa:0:1118,3602879919,32084,{"NonceB":2078456243}
17-ffaa:0:1117,3452815753,58531,{"NonceB":445779583}
17-ffaa:0:1117,438089267,35037,{"NonceB":4290907472}
17-ffaa:0:111b,3654961211,43948,{"NonceB":427588985}
17-ffaa:0:111a,2096774279,47517,{"NonceB":3399899463}
17-ffaa:0:111a,3416617002,49023,{"NonceB":2226205484}
17-ffaa:0:1118,183233710,29701,{"NonceB":3489150027}
17-ffaa:0:111b,1211214553,22600,{"NonceB":3456684796}
17-ffaa:0:1118,3602879919,32084,{"NonceB":80258839}
17-ffaa:0:1117,3452815753,58531,{"NonceB":2185587430}
17-ffaa:0:1117,438089267,35037,{"NonceB":3590761789}
17-ffaa:0:111b,3654961211,43948,{"NonceB":2698814259}
17-ffaa:0:111a,2096774279,47517,{"NonceB":3949700689}
17-ffaa:0:111a,3416617002,49023,{"NonceB":20070397}
17-ffaa:0:1118,183233710,29701,{"NonceB":377770838}
17-ffaa:0:111b,1211214553,22600,{"NonceB":3490949396}
17-ffaa:0:1118,3602879919,32084,{"NonceB":2624189212}
17-ffaa:0:1117,3452815753,58531,{"NonceB":896235989}
17-ffaa:0:1117,438089267,35037,{"NonceB":1327286408}
17-ffaa:0:111b,3654961211,43948,{"NonceB":1577629930}
17-ffaa:0:111a,2096774279,47517,{"NonceB":4120596336}
17-ffaa:0:111a,3416617002,49023,{"NonceB":1518001964}
17-ffaa:0:1118,183233710,29701,{"NonceB":228083064}
17-ffaa:0:111b,1211214553,22600,{"NonceB":1098064089}
17-ffaa:0:1118,3602879919,32084,{"NonceB":136203226}
17-ffaa:0:1117,3452815753,58531,{"NonceB":3242205860}
17-ffaa:0:1117,438089267,35037,{"NonceB":4161155365}
17-ffaa:0:111b,3654961211,43948,{"NonceB":2418117246}
17-ffaa:0:111a,2096774279,47517,{"NonceB":2611739225}
17-ffaa:0:111a,3416617002,49023,{"NonceB":606380457}
17-ffaa:0:1118,183233710,29701,{"NonceB":2107240436}
17-ffaa:0:111b,1211214553,22600,{"NonceB":1344968060}
17-ffaa:0:1118,3602879919,32084,{"NonceB":223084134}
17-ffaa:0:1117,3452815753,58531,{"NonceB":2580037210}
17-ffaa:0:1117,438089267,35037,{"NonceB":3026399477}
17-ffaa:0:111b,3654961211,43948,{"NonceB":2017339969}
17-ffaa:0:111a,3416617002,49023,{"NonceB":2777101513}
17-ffaa:0:111a,2096774279,47517,{"NonceB":1665863926}
17-ffaa:0:1118,183233710,29701,{"NonceB":3107747770}
17-ffaa:0:111b,1211214553,22600,{"NonceB":2596298766}
17-ffaa:0:1118,3602879919,32084,{"NonceB":4069666285}
17-ffaa:0:1117,3452815753,58531,{"NonceB":1371624863}
17-ffaa:0:1117,438089267,35037,{"NonceB":200690443}
17-ffaa:0:111a,2096774279,47517,{"NonceB":862709297}
17-ffaa:0:111a,3416617002,49023,{"NonceB":2881212814}
17-ffaa:0:111b,3654961211,43948,{"NonceB":566213033}
17-ffaa:0:1118,183233710,29701,{"NonceB":3317208057}
17-ffaa:0:111b,1211214553,22600,{"NonceB":279503552}
17-ffaa:0:1118,3602879919,32084,{"NonceB":2300139427}
17-ffaa:0:1117,3452815753,58531,{"NonceB":2395689252}
17-ffaa:0:1117,438089267,35037,{"NonceB":3036760715}
17-ffaa:0:111a,3416617002,49023,{"NonceB":963473692}
17-ffaa:0:111a,2096774279,47517,{"NonceB":1370800746}
