ISD-AS,IP,Port,Payload
17-ffaa:0:1118,3932745445,4072,{"NonceB":2186635706}
17-ffaa:0:1117,1416430065,15423,{"NonceB":5996289}
17-ffaa:0:1118,3932745445,4072,{"NonceB":2774039361}
17-ffaa:0:1117,1416430065,15423,{"NonceB":3833718014}
17-ffaa:0:1118,3136344470,30342,{"NonceB":3088914233}
17-ffaa:0:1117,362638453,5280,{"NonceB":275532473}
17-ffaa:0:1118,3136344470,30342,{"NonceB":1471647374}
17-ffaa:0:1117,362638453,5280,{"NonceB":3031931601}
17-ffaa:0:1118,3136344470,30342,{"NonceB":2294025347}
17-ffaa:0:1117,362638453,5280,{"NonceB":96425183}
17-ffaa:0:1118,3136344470,30342,{"NonceB":1739687281}
17-ffaa:0:1117,362638453,5280,{"NonceB":2010428211}
17-ffaa:0:1118,3136344470,30342,{"NonceB":1771596005}
17-ffaa:0:1117,362638453,5280,{"NonceB":2188712133}
17-ffaa:0:1118,3136344470,30342,{"NonceB":3604377142}
17-ffaa:0:1117,362638453,5280,{"NonceB":1086102811}
17-ffaa:0:1118,2487212376,8990,{"NonceB":637872691}
17-ffaa:0:1117,2032456185,19150,{"NonceB":1889379089}
17-ffaa:0:1118,2487212376,8990,{"NonceB":822070633}
17-ffaa:0:1117,2032456185,19150,{"NonceB":3734353}
17-ffaa:0:1118,2487212376,8990,{"NonceB":1758822622}
17-ffaa:0:1117,2032456185,19150,{"NonceB":1756380479}
17-ffaa:0:1118,2487212376,8990,{"NonceB":1021953277}
17-ffaa:0:1117,2032456185,19150,{"NonceB":2520957313}
17-ffaa:0:1118,2487212376,8990,{"NonceB":400715590}
17-ffaa:0:1117,2032456185,19150,{"NonceB":3723190326}
17-ffaa:0:1118,2487212376,8990,{"NonceB":4116288257}
17-ffaa:0:1117,2032456185,19150,{"NonceB":3608516320}
17-ffaa:0:1118,1229267927,29157,{"NonceB":3343922177}
17-ffaa:0:1117,2481458671,25321,{"NonceB":1447818241}
17-ffaa:0:1118,1229267927,29157,{"NonceB":2424039309}
17-ffaa:0:1117,2481458671,25321,{"NonceB":2122194583}
17-ffaa:0:1118,1229267927,29157,{"NonceB":3511809229}
17-ffaa:0:1117,2481458671,25321,{"NonceB":3048624670}
17-ffaa:0:1118,1229267927,29157,{"NonceB":1058473075}
17-ffaa:0:1117,2481458671,25321,{"NonceB":2159454884}
17-ffaa:0:1118,1229267927,29157,{"NonceB":4208581458}
17-ffaa:0:1117,2481458671,25321,{"NonceB":1597778804}
17-ffaa:0:1118,1229267927,29157,{"NonceB":90994754}
17-ffaa:0:1117,2481458671,25321,{"NonceB":3212683404}
17-ffaa:0:1118,2963766,38067,{"NonceB":3051501125}
17-ffaa:0:1117,284914481,14689,{"NonceB":3602204190}
17-ffaa:0:1118,2963766,38067,{"NonceB":2873534630}
17-ffaa:0:1117,284914481,14689,{"NonceB":3810372101}
17-ffaa:0:1118,2963766,38067,{"NonceB":2760629305}
17-ffaa:0:1117,284914481,14689,{"NonceB":1386196374}
17-ffaa:0:1118,2963766,38067,{"NonceB":212638442}
17-ffaa:0:1118,2963766,38067,{"NonceB":3644274347}
17-ffaa:0:1117,284914481,14689,{"NonceB":301586060}
17-ffaa:0:1118,2963766,38067,{"NonceB":753012762}
17-ffaa:0:1117,284914481,14689,{"NonceB":3521242670}
17-ffaa:0:1117,284914481,14689,{"NonceB":2857917100}
17-ffaa:0:1118,816553301,45930,{"NonceB":385701158}
17-ffaa:0:1118,816553301,45930,{"NonceB":86702835}
17-ffaa:0:1117,752413340,26107,{"NonceB":3531211850}
17-ffaa:0:1118,816553301,45930,{"NonceB":3760027347}
17-ffaa:0:1117,752413340,26107,{"NonceB":107959677}
17-ffaa:0:1118,816553301,45930,{"NonceB":2797504490}
17-ffaa:0:1117,752413340,26107,{"NonceB":2636278957}
17-ffaa:0:1118,816553301,45930,{"NonceB":785856468}
17-ffaa:0:1117,752413340,26107,{"NonceB":3873751741}
17-ffaa:0:1118,816553301,45930,{"NonceB":3410416601}
17-ffaa:0:1117,752413340,26107,{"NonceB":4111348383}
17-ffaa:0:1118,1740938279,2934,{"NonceB":448763408}
17-ffaa:0:1117,752413340,26107,{"NonceB":768301073}
17-ffaa:0:1118,1740938279,2934,{"NonceB":2473079961}
17-ffaa:0:1117,4055942933,61060,{"NonceB":1992722443}
17-ffaa:0:1118,1740938279,2934,{"NonceB":1559121817}
17-ffaa:0:1117,4055942933,61060,{"NonceB":1412031134}
17-ffaa:0:1118,1740938279,2934,{"NonceB":1417617074}
17-ffaa:0:1117,4055942933,61060,{"NonceB":1402126262}
17-ffaa:0:1118,1740938279,2934,{"NonceB":1326375468}
17-ffaa:0:1117,4055942933,61060,{"NonceB":4072103294}
17-ffaa:0:1118,1740938279,2934,{"NonceB":2621414115}
17-ffaa:0:1117,4055942933,61060,{"NonceB":3411307657}
17-ffaa:0:1118,2251594291,28271,{"NonceB":1261056242}
17-ffaa:0:1117,4055942933,61060,{"NonceB":531812687}
17-ffaa:0:1118,2251594291,28271,{"NonceB":1613464958}
17-ffaa:0:1117,3538765938,63477,{"NonceB":1123759603}
17-ffaa:0:1118,2251594291,28271,{"NonceB":526715141}
17-ffaa:0:1117,3538765938,63477,{"NonceB":724191538}
17-ffaa:0:1118,2251594291,28271,{"NonceB":324486284}
17-ffaa:0:1117,3538765938,63477,{"NonceB":3860451889}
17-ffaa:0:1118,2251594291,28271,{"NonceB":1567057844}
17-ffaa:0:1117,3538765938,63477,{"NonceB":2093402310}
17-ffaa:0:1118,2251594291,28271,{"NonceB":3453447151}
17-ffaa:0:1117,3538765938,63477,{"NonceB":4018639756}
17-ffaa:0:1118,3840548751,58618,{"NonceB":2350270380}
17-ffaa:0:111b,990146458,45554,{"NonceB":1891423379}
17-ffaa:0:1117,3538765938,63477,{"NonceB":2108828495}
17-ffaa:0:1118,3840548751,58618,{"NonceB":3899597390}
17-ffaa:0:1117,1807948336,65241,{"NonceB":1242089569}
17-ffaa:0:1118,3840548751,58618,{"NonceB":789065659}
17-ffaa:0:1117,1807948336,65241,{"NonceB":3964361807}
17-ffaa:0:1118,3840548751,58618,{"NonceB":109940029}
17-ffaa:0:1117,1807948336,65241,{"NonceB":854972033}
17-ffaa:0:1118,3840548751,58618,{"NonceB":1076297625}
17-ffaa:0:1117,1807948336,65241,{"NonceB":3061063461}
17-ffaa:0:1118,3840548751,58618,{"NonceB":3039680856}
17-ffaa:0:1117,1807948336,65241,{"NonceB":1700345931}
17-ffaa:0:1118,581334691,3028,{"NonceB":3871081225}
17-ffaa:0:1117,1807948336,65241,{"NonceB":2637519930}
17-ffaa:0:1118,581334691,3028,{"NonceB":3676349349}
17-ffaa:0:1117,1636879836,27987,{"NonceB":4195194861}
17-ffaa:0:1118,581334691,3028,{"NonceB":2297331230}
17-ffaa:0:1117,1636879836,27987,{"NonceB":4173555442}
17-ffaa:0:1118,581334691,3028,{"NonceB":1019554079}
17-ffaa:0:1117,1636879836,27987,{"NonceB":2495749787}
17-ffaa:0:1118,581334691,3028,{"NonceB":1085742884}
17-ffaa:0:1117,1636879836,27987,{"NonceB":4064242719}
17-ffaa:0:1118,581334691,3028,{"NonceB":1004450323}
17-ffaa:0:1117,1636879836,27987,{"NonceB":1346574759}
17-ffaa:0:1118,2736668822,41453,{"NonceB":2195877130}
17-ffaa:0:1117,1636879836,27987,{"NonceB":428116338}
17-ffaa:0:1118,2736668822,41453,{"NonceB":519517689}
17-ffaa:0:1117,3853407306,33780,{"NonceB":2136912456}
17-ffaa:0:1118,2736668822,41453,{"NonceB":3261597349}
17-ffaa:0:1117,3853407306,33780,{"NonceB":1983308524}
17-ffaa:0:1118,2736668822,41453,{"NonceB":2009813140}
17-ffaa:0:1117,3853407306,33780,{"NonceB":691592689}
17-ffaa:0:1118,2736668822,41453,{"NonceB":1568998748}
17-ffaa:0:1117,3853407306,33780,{"NonceB":2970758078}
17-ffaa:0:1118,2736668822,41453,{"NonceB":343416288}
17-ffaa:0:1117,3853407306,33780,{"NonceB":2787821148}
17-ffaa:0:1118,3712924564,58215,{"NonceB":649221631}
17-ffaa:0:1117,3853407306,33780,{"NonceB":1381679128}
17-ffaa:0:1118,3712924564,58215,{"NonceB":697815896}
17-ffaa:0:1117,1468191650,8723,{"NonceB":1125175661}
17-ffaa:0:1118,3712924564,58215,{"NonceB":2929890057}
17-ffaa:0:1117,1468191650,8723,{"NonceB":2803511827}
17-ffaa:0:1118,3712924564,58215,{"NonceB":2608184837}
17-ffaa:0:1117,1468191650,8723,{"NonceB":3067086517}
17-ffaa:0:1118,3712924564,58215,{"NonceB":3049023561}
17-ffaa:0:1117,1468191650,8723,{"NonceB":2201649988}
17-ffaa:0:1118,3712924564,58215,{"NonceB":549526942}
17-ffaa:0:1117,1468191650,8723,{"NonceB":2935070791}
17-ffaa:0:1118,4153692816,7033,{"NonceB":579550996}
17-ffaa:0:1117,1468191650,8723,{"NonceB":1458852894}
17-ffaa:0:1118,4153692816,7033,{"NonceB":834671783}
17-ffaa:0:111a,2487392309,45409,{"NonceB":3236034500}
17-ffaa:0:1117,1050736738,49059,{"NonceB":2632999320}
17-ffaa:0:1118,4153692816,7033,{"NonceB":4069978951}
17-ffaa:0:1117,1050736738,49059,{"NonceB":1423974550}
17-ffaa:0:1118,4153692816,7033,{"NonceB":333148546}
17-ffaa:0:1117,1050736738,49059,{"NonceB":3807219887}
17-ffaa:0:1118,4153692816,7033,{"NonceB":4217235092}
17-ffaa:0:1117,1050736738,49059,{"NonceB":1129972087}
17-ffaa:0:1118,4153692816,7033,{"NonceB":3671989938}
17-ffaa:0:1117,1050736738,49059,{"NonceB":3770100295}
17-ffaa:0:1118,3764204527,19039,{"NonceB":1433398160}
17-ffaa:0:1117,1050736738,49059,{"NonceB":2889991409}
17-ffaa:0:1118,3764204527,19039,{"NonceB":921093729}
17-ffaa:0:1117,3411484426,22144,{"NonceB":4001711492}
17-ffaa:0:1118,3764204527,19039,{"NonceB":1767922207}
17-ffaa:0:1117,3411484426,22144,{"NonceB":457295719}
17-ffaa:0:1118,3764204527,19039,{"NonceB":2467478082}
17-ffaa:0:1117,3411484426,22144,{"NonceB":3035925906}
17-ffaa:0:1118,3764204527,19039,{"NonceB":609548593}
17-ffaa:0:1117,3411484426,22144,{"NonceB":2774524957}
17-ffaa:0:1118,3764204527,19039,{"NonceB":402194209}
17-ffaa:0:1117,3411484426,22144,{"NonceB":3113115296}
17-ffaa:0:1118,2479538709,8289,{"NonceB":2992353863}
17-ffaa:0:1117,3411484426,22144,{"NonceB":420502149}
17-ffaa:0:1118,2479538709,8289,{"NonceB":1792433692}
17-ffaa:0:1117,4212148130,50510,{"NonceB":1866254978}
17-ffaa:0:1118,2479538709,8289,{"NonceB":808278261}
17-ffaa:0:1117,4212148130,50510,{"NonceB":2255346536}
17-ffaa:0:1118,2479538709,8289,{"NonceB":2881315897}
17-ffaa:0:1117,4212148130,50510,{"NonceB":2634608127}
17-ffaa:0:1118,2479538709,8289,{"NonceB":1560097531}
17-ffaa:0:1117,4212148130,50510,{"NonceB":1437153361}
17-ffaa:0:1118,2479538709,8289,{"NonceB":2154440864}
17-ffaa:0:1117,4212148130,50510,{"NonceB":3213617666}
17-ffaa:0:1118,533835215,3018,{"NonceB":2264233714}
17-ffaa:0:1117,4212148130,50510,{"NonceB":4049183194}
17-ffaa:0:1118,533835215,3018,{"NonceB":2287249837}
17-ffaa:0:1117,3121504420,46074,{"NonceB":3600299923}
17-ffaa:0:1118,533835215,3018,{"NonceB":1220991244}
17-ffaa:0:1117,3121504420,46074,{"NonceB":2237340675}
17-ffaa:0:1118,533835215,3018,{"NonceB":283234920}
17-ffaa:0:1117,3121504420,46074,{"NonceB":3651951514}
17-ffaa:0:1118,533835215,3018,{"NonceB":2403746341}
17-ffaa:0:1117,3121504420,46074,{"NonceB":3668348042}
17-ffaa:0:1118,533835215,3018,{"NonceB":3570020023}
17-ffaa:0:1117,3121504420,46074,{"NonceB":3741231972}
17-ffaa:0:1118,525302749,62891,{"NonceB":2361616399}
17-ffaa:0:1117,3121504420,46074,{"NonceB":764101315}
17-ffaa:0:1118,525302749,62891,{"NonceB":1749087935}
17-ffaa:0:1117,180251522,42982,{"NonceB":1396517046}
17-ffaa:0:1118,525302749,62891,{"NonceB":4075640916}
17-ffaa:0:1117,180251522,42982,{"NonceB":912766776}
17-ffaa:0:1118,525302749,62891,{"NonceB":326908492}
17-ffaa:0:1117,180251522,42982,{"NonceB":2833491433}
17-ffaa:0:1118,525302749,62891,{"NonceB":1053896369}
17-ffaa:0:1117,180251522,42982,{"NonceB":1555989874}
17-ffaa:0:1118,525302749,62891,{"NonceB":1364049519}
17-ffaa:0:1117,180251522,42982,{"NonceB":4145001848}
17-ffaa:0:1118,2271687514,11580,{"NonceB":2692167530}
17-ffaa:0:1117,180251522,42982,{"NonceB":2976033723}
17-ffaa:0:1118,2271687514,11580,{"NonceB":3168839695}
17-ffaa:0:1117,748154226,31933,{"NonceB":3783934599}
17-ffaa:0:1118,2271687514,11580,{"NonceB":3578135550}
17-ffaa:0:1117,748154226,31933,{"NonceB":3233433542}
17-ffaa:0:1118,2271687514,11580,{"NonceB":2944252520}
17-ffaa:0:111b,1707418291,8588,{"NonceB":1302373073}
17-ffaa:0:1117,748154226,31933,{"NonceB":2137820687}
17-ffaa:0:1118,2271687514,11580,{"NonceB":140167542}
17-ffaa:0:1117,748154226,31933,{"NonceB":3082192503}
17-ffaa:0:1118,2271687514,11580,{"NonceB":2687555466}
17-ffaa:0:1117,748154226,31933,{"NonceB":2684448009}
17-ffaa:0:1118,388753538,38031,{"NonceB":2049858226}
17-ffaa:0:1117,748154226,31933,{"NonceB":1521709933}
17-ffaa:0:1118,388753538,38031,{"NonceB":2842946442}
17-ffaa:0:1117,3927031824,27185,{"NonceB":4105194536}
17-ffaa:0:1118,388753538,38031,{"NonceB":1746051078}
17-ffaa:0:1117,3927031824,27185,{"NonceB":2077611171}
17-ffaa:0:1118,388753538,38031,{"NonceB":1892567512}
17-ffaa:0:1117,3927031824,27185,{"NonceB":3456506127}
17-ffaa:0:1118,388753538,38031,{"NonceB":3079477530}
17-ffaa:0:1118,388753538,38031,{"NonceB":2445080993}
17-ffaa:0:1117,3927031824,27185,{"NonceB":1997976213}
17-ffaa:0:1117,3927031824,27185,{"NonceB":2636478872}
17-ffaa:0:1118,516239159,53211,{"NonceB":1348038713}
17-ffaa:0:1117,3927031824,27185,{"NonceB":891437087}
17-ffaa:0:1118,516239159,53211,{"NonceB":109722303}
17-ffaa:0:1118,516239159,53211,{"NonceB":603588623}
17-ffaa:0:1117,4147045617,52995,{"NonceB":4204456503}
17-ffaa:0:1118,516239159,53211,{"NonceB":2622283328}
17-ffaa:0:1117,4147045617,52995,{"NonceB":264956791}
17-ffaa:0:1118,516239159,53211,{"NonceB":1305320218}
17-ffaa:0:1117,4147045617,52995,{"NonceB":4046182723}
17-ffaa:0:1118,516239159,53211,{"NonceB":2074518596}
17-ffaa:0:1117,4147045617,52995,{"NonceB":1735132705}
17-ffaa:0:1118,803639721,48087,{"NonceB":2802858147}
17-ffaa:0:1117,4147045617,52995,{"NonceB":2845072602}
17-ffaa:0:1118,803639721,48087,{"NonceB":4293240001}
17-ffaa:0:1117,4147045617,52995,{"NonceB":2981642904}
17-ffaa:0:1118,803639721,48087,{"NonceB":817079732}
17-ffaa:0:1117,2922162135,43185,{"NonceB":3245667042}
17-ffaa:0:1118,803639721,48087,{"NonceB":2276972048}
17-ffaa:0:1117,2922162135,43185,{"NonceB":2750532370}
17-ffaa:0:1118,803639721,48087,{"NonceB":3575671566}
17-ffaa:0:1117,2922162135,43185,{"NonceB":872997035}
17-ffaa:0:1118,803639721,48087,{"NonceB":2802183017}
17-ffaa:0:1117,2922162135,43185,{"NonceB":2895789475}
17-ffaa:0:1118,728004523,63726,{"NonceB":2777650267}
17-ffaa:0:1117,2922162135,43185,{"NonceB":4291318995}
17-ffaa:0:1118,728004523,63726,{"NonceB":2482051631}
17-ffaa:0:1117,2922162135,43185,{"NonceB":878240732}
17-ffaa:0:1118,728004523,63726,{"NonceB":1294517709}
17-ffaa:0:1117,2511769563,16612,{"NonceB":1600757245}
17-ffaa:0:1118,728004523,63726,{"NonceB":142375039}
17-ffaa:0:1117,2511769563,16612,{"NonceB":932243501}
17-ffaa:0:1118,728004523,63726,{"NonceB":1042758130}
17-ffaa:0:1117,2511769563,16612,{"NonceB":3572217883}
17-ffaa:0:1118,728004523,63726,{"NonceB":3544358304}
17-ffaa:0:1117,2511769563,16612,{"NonceB":607676808}
17-ffaa:0:1118,2241684443,20636,{"NonceB":3808260347}
17-ffaa:0:1117,2511769563,16612,{"NonceB":2324633309}
17-ffaa:0:1118,2241684443,20636,{"NonceB":1371223933}
17-ffaa:0:1117,2511769563,16612,{"NonceB":2938411764}
17-ffaa:0:1118,2241684443,20636,{"NonceB":138903447}
17-ffaa:0:1117,1567576545,40009,{"NonceB":1150702383}
17-ffaa:0:1118,2241684443,20636,{"NonceB":2474448911}
17-ffaa:0:1117,1567576545,40009,{"NonceB":825521251}
17-ffaa:0:1118,2241684443,20636,{"NonceB":1625052206}
17-ffaa:0:1117,1567576545,40009,{"NonceB":1750104394}
17-ffaa:0:1118,2241684443,20636,{"NonceB":2793449522}
17-ffaa:0:1117,1567576545,40009,{"NonceB":899067497}
17-ffaa:0:1118,629088846,30860,{"NonceB":1125740426}
17-ffaa:0:1117,1567576545,40009,{"NonceB":527873233}
17-ffaa:0:1118,629088846,30860,{"NonceB":2413759883}
17-ffaa:0:1117,1567576545,40009,{"NonceB":4197241693}
17-ffaa:0:1118,629088846,30860,{"NonceB":1411225608}
17-ffaa:0:1117,2845246021,35740,{"NonceB":2498057011}
17-ffaa:0:1118,629088846,30860,{"NonceB":754148204}
17-ffaa:0:1117,2845246021,35740,{"NonceB":2162769139}
17-ffaa:0:1118,629088846,30860,{"NonceB":3430289609}
17-ffaa:0:1117,2845246021,35740,{"NonceB":2062616604}
17-ffaa:0:1118,629088846,30860,{"NonceB":3368251371}
17-ffaa:0:1117,2845246021,35740,{"NonceB":1681953854}
17-ffaa:0:1118,2216462008,11930,{"NonceB":3841123034}
17-ffaa:0:1117,2845246021,35740,{"NonceB":2590992872}
17-ffaa:0:1118,2216462008,11930,{"NonceB":1553426297}
17-ffaa:0:1117,2845246021,35740,{"NonceB":3281958034}
17-ffaa:0:1118,2216462008,11930,{"NonceB":2110306046}
17-ffaa:0:1117,3951597609,22927,{"NonceB":4130354922}
17-ffaa:0:1118,2216462008,11930,{"NonceB":2793175519}
17-ffaa:0:1117,3951597609,22927,{"NonceB":3825851177}
17-ffaa:0:1118,2216462008,11930,{"NonceB":3014950066}
17-ffaa:0:1117,3951597609,22927,{"NonceB":524026487}
17-ffaa:0:1118,2216462008,11930,{"NonceB":428498994}
17-ffaa:0:1117,3951597609,22927,{"NonceB":2895080362}
17-ffaa:0:1118,3341812010,24127,{"NonceB":2139860526}
17-ffaa:0:1117,3951597609,22927,{"NonceB":242913062}
17-ffaa:0:1118,3341812010,24127,{"NonceB":2379611892}
17-ffaa:0:1117,3951597609,22927,{"NonceB":3082359387}
17-ffaa:0:1118,3341812010,24127,{"NonceB":3694920627}
17-ffaa:0:1117,3712922395,3125,{"NonceB":62270208}
17-ffaa:0:1118,3341812010,24127,{"NonceB":3296849275}
17-ffaa:0:1117,3712922395,3125,{"NonceB":3395602804}
17-ffaa:0:1118,3341812010,24127,{"NonceB":1934500344}
17-ffaa:0:1117,3712922395,3125,{"NonceB":3895895770}
17-ffaa:0:1118,3341812010,24127,{"NonceB":240512429}
17-ffaa:0:1117,3712922395,3125,{"NonceB":1734946421}
17-ffaa:0:1118,3844550239,54630,{"NonceB":285509549}
17-ffaa:0:1117,3712922395,3125,{"NonceB":2637481580}
17-ffaa:0:1118,3844550239,54630,{"NonceB":921602428}
17-ffaa:0:1117,3712922395,3125,{"NonceB":3572349029}
17-ffaa:0:1118,3844550239,54630,{"NonceB":3266383605}
17-ffaa:0:1117,3384462752,36880,{"NonceB":2406616106}
17-ffaa:0:1118,3844550239,54630,{"NonceB":2856617625}
17-ffaa:0:1117,3384462752,36880,{"NonceB":3767864873}
17-ffaa:0:1118,3844550239,54630,{"NonceB":2338453139}
17-ffaa:0:1117,3384462752,36880,{"NonceB":4096622952}
17-ffaa:0:1118,3844550239,54630,{"NonceB":2907808446}
17-ffaa:0:1117,3384462752,36880,{"NonceB":2038627589}
17-ffaa:0:1118,1208841927,57079,{"NonceB":285670027}
17-ffaa:0:1117,3384462752,36880,{"NonceB":3980614559}
17-ffaa:0:1118,1208841927,57079,{"NonceB":1005352311}
17-ffaa:0:1117,3384462752,36880,{"NonceB":919230662}
17-ffaa:0:1118,1208841927,57079,{"NonceB":3922669160}
17-ffaa:0:1117,3690884378,42101,{"NonceB":1617340045}
17-ffaa:0:1118,1208841927,57079,{"NonceB":2165310077}
17-ffaa:0:1117,3690884378,42101,{"NonceB":2918142141}
17-ffaa:0:1118,1208841927,57079,{"NonceB":2971183698}
17-ffaa:0:1117,3690884378,42101,{"NonceB":2886661605}
17-ffaa:0:1118,1208841927,57079,{"NonceB":2658643796}
17-ffaa:0:1117,3690884378,42101,{"NonceB":3633404954}
17-ffaa:0:1118,3346165009,40623,{"NonceB":3440802056}
17-ffaa:0:1117,3690884378,42101,{"NonceB":3287129671}
17-ffaa:0:1118,3346165009,40623,{"NonceB":3058747347}
17-ffaa:0:1117,3690884378,42101,{"NonceB":1732025087}
17-ffaa:0:1118,3346165009,40623,{"NonceB":3802141907}
17-ffaa:0:1117,2704656576,17822,{"NonceB":2357573400}
17-ffaa:0:1118,3346165009,40623,{"NonceB":612461857}
